call_index,filename,symbol,cluster_confidence,top_context,context_confidence,alt_context,alt_confidence,valence,arousal,caller_age_sex,body_part,comm_mode,directed_at,context_probabilities,interpretation,confidence,confidence_note,alternative
37,session_02_call_0018.wav,47,1.0,Attentive,0.405,Protest & Distress,0.13,neutral,low,subadult_male,trunk,acoustic,,"{'Advertisement & Attraction': 0.01, 'Affiliative': 0.025, 'Aggressive': 0.01, 'Attentive': 0.405, 'Avoidance': 0.01, 'Birth': 0.075, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.015, 'Coalition Building': 0.04, 'Conflict & Confrontation': 0.03, 'Courtship': 0.025, 'Foraging & Comfort Technique': 0.12, 'Lone & Object Play': 0.05, 'Maintenance': 0.045, 'Protest & Distress': 0.13}","The elephant is in an alert, attentive state — listening or monitoring.",40.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (13.0%)
38,session_02_call_0019.wav,47,1.0,Lone & Object Play,0.37,Protest & Distress,0.175,positive,low,subadult_male,mouth,acoustic,,"{'Advertisement & Attraction': 0.085, 'Affiliative': 0.0, 'Aggressive': 0.04, 'Attentive': 0.005, 'Avoidance': 0.02, 'Birth': 0.135, 'Calf Nourishment & Weaning': 0.015, 'Calf Reassurance & Protection': 0.005, 'Coalition Building': 0.055, 'Conflict & Confrontation': 0.015, 'Courtship': 0.07, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.37, 'Maintenance': 0.005, 'Protest & Distress': 0.175}",The elephant is vocalizing during solitary play or interaction with objects.,37.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (17.5%)
39,session_02_call_0020.wav,47,1.0,Protest & Distress,0.335,Birth,0.225,negative,high,subadult_female,body,acoustic,,"{'Advertisement & Attraction': 0.055, 'Affiliative': 0.0, 'Aggressive': 0.18, 'Attentive': 0.005, 'Avoidance': 0.065, 'Birth': 0.225, 'Calf Nourishment & Weaning': 0.025, 'Calf Reassurance & Protection': 0.015, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.085, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.01, 'Maintenance': 0.0, 'Protest & Distress': 0.335}",The elephant appears to be in distress or protesting a situation with high urgency.,33.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (22.5%)
40,session_03_call_0001.wav,47,1.0,Attentive,0.35,Protest & Distress,0.12,neutral,low,subadult_male,feet,acoustic,,"{'Advertisement & Attraction': 0.045, 'Affiliative': 0.015, 'Aggressive': 0.02, 'Attentive': 0.35, 'Avoidance': 0.015, 'Birth': 0.065, 'Calf Nourishment & Weaning': 0.015, 'Calf Reassurance & Protection': 0.045, 'Coalition Building': 0.03, 'Conflict & Confrontation': 0.015, 'Courtship': 0.03, 'Foraging & Comfort Technique': 0.11, 'Lone & Object Play': 0.025, 'Maintenance': 0.1, 'Protest & Distress': 0.12}","The elephant is in an alert, attentive state — listening or monitoring.",35.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (12.0%)
41,session_03_call_0002.wav,47,1.0,Attentive,0.505,Protest & Distress,0.15,neutral,low,subadult_female,body,acoustic,,"{'Advertisement & Attraction': 0.015, 'Affiliative': 0.02, 'Aggressive': 0.03, 'Attentive': 0.505, 'Avoidance': 0.005, 'Birth': 0.045, 'Calf Nourishment & Weaning': 0.045, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.02, 'Conflict & Confrontation': 0.045, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.04, 'Lone & Object Play': 0.01, 'Maintenance': 0.07, 'Protest & Distress': 0.15}","The elephant is in an alert, attentive state — listening or monitoring.",50.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (15.0%)
42,session_03_call_0003.wav,47,1.0,Coalition Building,0.265,Advertisement & Attraction,0.165,positive,medium,subadult_male,ears,acoustic,,"{'Advertisement & Attraction': 0.165, 'Affiliative': 0.005, 'Aggressive': 0.03, 'Attentive': 0.0, 'Avoidance': 0.025, 'Birth': 0.105, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.05, 'Coalition Building': 0.265, 'Conflict & Confrontation': 0.025, 'Courtship': 0.1, 'Foraging & Comfort Technique': 0.015, 'Lone & Object Play': 0.095, 'Maintenance': 0.005, 'Protest & Distress': 0.115}","The elephant is coordinating with others, building alliances or group cohesion.",26.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Advertisement & Attraction (16.5%)
43,session_03_call_0004.wav,47,1.0,Protest & Distress,0.495,Birth,0.385,negative,high,subadult_female,mouth,acoustic,,"{'Advertisement & Attraction': 0.01, 'Affiliative': 0.005, 'Aggressive': 0.015, 'Attentive': 0.0, 'Avoidance': 0.01, 'Birth': 0.385, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.075, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.005, 'Maintenance': 0.0, 'Protest & Distress': 0.495}",The elephant appears to be in distress or protesting a situation with high urgency.,49.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (38.5%)
44,session_03_call_0005.wav,47,1.0,Protest & Distress,0.58,Birth,0.15,negative,high,subadult_female,mouth,visual,E020,"{'Advertisement & Attraction': 0.015, 'Affiliative': 0.015, 'Aggressive': 0.03, 'Attentive': 0.0, 'Avoidance': 0.015, 'Birth': 0.15, 'Calf Nourishment & Weaning': 0.04, 'Calf Reassurance & Protection': 0.01, 'Coalition Building': 0.02, 'Conflict & Confrontation': 0.06, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.05, 'Maintenance': 0.01, 'Protest & Distress': 0.58}",The elephant appears to be in distress or protesting a situation with high urgency.,58.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (15.0%)
45,session_03_call_0006.wav,28,1.0,Lone & Object Play,0.205,Birth,0.175,positive,medium,subadult_male,feet,acoustic,,"{'Advertisement & Attraction': 0.095, 'Affiliative': 0.015, 'Aggressive': 0.04, 'Attentive': 0.0, 'Avoidance': 0.03, 'Birth': 0.175, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.11, 'Coalition Building': 0.04, 'Conflict & Confrontation': 0.015, 'Courtship': 0.125, 'Foraging & Comfort Technique': 0.02, 'Lone & Object Play': 0.205, 'Maintenance': 0.01, 'Protest & Distress': 0.115}",The elephant is vocalizing during solitary play or interaction with objects.,20.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (17.5%)
46,session_03_call_0007.wav,47,1.0,Attentive,0.335,Protest & Distress,0.11,neutral,low,subadult_male,ears,acoustic,,"{'Advertisement & Attraction': 0.065, 'Affiliative': 0.06, 'Aggressive': 0.02, 'Attentive': 0.335, 'Avoidance': 0.025, 'Birth': 0.085, 'Calf Nourishment & Weaning': 0.075, 'Calf Reassurance & Protection': 0.035, 'Coalition Building': 0.03, 'Conflict & Confrontation': 0.025, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.075, 'Lone & Object Play': 0.035, 'Maintenance': 0.015, 'Protest & Distress': 0.11}","The elephant is in an alert, attentive state — listening or monitoring with ears extended for acoustic scanning.",33.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (11.0%)
47,session_03_call_0008.wav,47,1.0,Lone & Object Play,0.39,Birth,0.135,positive,low,subadult_male,feet,acoustic,,"{'Advertisement & Attraction': 0.045, 'Affiliative': 0.035, 'Aggressive': 0.015, 'Attentive': 0.0, 'Avoidance': 0.005, 'Birth': 0.135, 'Calf Nourishment & Weaning': 0.04, 'Calf Reassurance & Protection': 0.06, 'Coalition Building': 0.03, 'Conflict & Confrontation': 0.01, 'Courtship': 0.07, 'Foraging & Comfort Technique': 0.04, 'Lone & Object Play': 0.39, 'Maintenance': 0.01, 'Protest & Distress': 0.115}",The elephant is vocalizing during solitary play or interaction with objects.,39.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (13.5%)
48,session_03_call_0009.wav,47,1.0,Coalition Building,0.345,Protest & Distress,0.15,positive,medium,subadult_female,ears,acoustic,,"{'Advertisement & Attraction': 0.045, 'Affiliative': 0.025, 'Aggressive': 0.015, 'Attentive': 0.01, 'Avoidance': 0.025, 'Birth': 0.055, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.065, 'Coalition Building': 0.345, 'Conflict & Confrontation': 0.01, 'Courtship': 0.05, 'Foraging & Comfort Technique': 0.05, 'Lone & Object Play': 0.12, 'Maintenance': 0.025, 'Protest & Distress': 0.15}","The elephant is coordinating with others, building alliances or group cohesion— consistent with a matriarch organizing group activity.",34.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (15.0%)
49,session_03_call_0010.wav,47,1.0,Calf Reassurance & Protection,0.27,Protest & Distress,0.15,positive,medium,subadult_female,feet,visual,,"{'Advertisement & Attraction': 0.06, 'Affiliative': 0.01, 'Aggressive': 0.005, 'Attentive': 0.03, 'Avoidance': 0.01, 'Birth': 0.12, 'Calf Nourishment & Weaning': 0.025, 'Calf Reassurance & Protection': 0.27, 'Coalition Building': 0.11, 'Conflict & Confrontation': 0.0, 'Courtship': 0.02, 'Foraging & Comfort Technique': 0.095, 'Lone & Object Play': 0.085, 'Maintenance': 0.01, 'Protest & Distress': 0.15}",An adult is providing reassurance or protection to a calf— likely the mother responding to calf distress.,27.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (15.0%)
50,session_03_call_0011.wav,47,1.0,Lone & Object Play,0.155,Protest & Distress,0.14,positive,medium,subadult_female,feet,acoustic,E020,"{'Advertisement & Attraction': 0.05, 'Affiliative': 0.05, 'Aggressive': 0.015, 'Attentive': 0.02, 'Avoidance': 0.015, 'Birth': 0.07, 'Calf Nourishment & Weaning': 0.05, 'Calf Reassurance & Protection': 0.105, 'Coalition Building': 0.14, 'Conflict & Confrontation': 0.02, 'Courtship': 0.07, 'Foraging & Comfort Technique': 0.065, 'Lone & Object Play': 0.155, 'Maintenance': 0.035, 'Protest & Distress': 0.14}",The elephant is vocalizing during solitary play or interaction with objects.,15.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (14.0%)
51,session_03_call_0012.wav,47,1.0,Attentive,0.38,Maintenance,0.155,neutral,low,subadult_female,mouth,acoustic,,"{'Advertisement & Attraction': 0.04, 'Affiliative': 0.02, 'Aggressive': 0.025, 'Attentive': 0.38, 'Avoidance': 0.005, 'Birth': 0.09, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.01, 'Coalition Building': 0.025, 'Conflict & Confrontation': 0.01, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.065, 'Lone & Object Play': 0.01, 'Maintenance': 0.155, 'Protest & Distress': 0.14}","The elephant is in an alert, attentive state — listening or monitoring.",38.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Maintenance (15.5%)
52,session_03_call_0013.wav,47,1.0,Protest & Distress,0.625,Birth,0.21,negative,high,subadult_female,mouth,acoustic,,"{'Advertisement & Attraction': 0.015, 'Affiliative': 0.005, 'Aggressive': 0.02, 'Attentive': 0.0, 'Avoidance': 0.025, 'Birth': 0.21, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.065, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.025, 'Maintenance': 0.005, 'Protest & Distress': 0.625}",The elephant appears to be in distress or protesting a situation with high urgency.,62.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (21.0%)
53,session_03_call_0014.wav,47,1.0,Attentive,0.495,Protest & Distress,0.11,neutral,low,subadult_female,trunk,acoustic,,"{'Advertisement & Attraction': 0.045, 'Affiliative': 0.015, 'Aggressive': 0.03, 'Attentive': 0.495, 'Avoidance': 0.0, 'Birth': 0.07, 'Calf Nourishment & Weaning': 0.04, 'Calf Reassurance & Protection': 0.02, 'Coalition Building': 0.015, 'Conflict & Confrontation': 0.025, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.05, 'Lone & Object Play': 0.025, 'Maintenance': 0.055, 'Protest & Distress': 0.11}","The elephant is in an alert, attentive state — listening or monitoring.",49.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (11.0%)
54,session_03_call_0015.wav,47,1.0,Maintenance,0.37,Foraging & Comfort Technique,0.165,neutral,low,subadult_female,mouth,visual,E020,"{'Advertisement & Attraction': 0.055, 'Affiliative': 0.01, 'Aggressive': 0.005, 'Attentive': 0.085, 'Avoidance': 0.01, 'Birth': 0.065, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.065, 'Coalition Building': 0.03, 'Conflict & Confrontation': 0.01, 'Courtship': 0.05, 'Foraging & Comfort Technique': 0.165, 'Lone & Object Play': 0.015, 'Maintenance': 0.37, 'Protest & Distress': 0.065}","The call is associated with routine maintenance behavior (resting, dust bathing, drinking).",37.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Foraging & Comfort Technique (16.5%)
55,session_03_call_0016.wav,47,1.0,Foraging & Comfort Technique,0.4,Calf Reassurance & Protection,0.105,neutral,low,subadult_female,feet,acoustic,E020,"{'Advertisement & Attraction': 0.06, 'Affiliative': 0.02, 'Aggressive': 0.02, 'Attentive': 0.065, 'Avoidance': 0.01, 'Birth': 0.045, 'Calf Nourishment & Weaning': 0.015, 'Calf Reassurance & Protection': 0.105, 'Coalition Building': 0.045, 'Conflict & Confrontation': 0.005, 'Courtship': 0.035, 'Foraging & Comfort Technique': 0.4, 'Lone & Object Play': 0.04, 'Maintenance': 0.045, 'Protest & Distress': 0.09}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,40.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Calf Reassurance & Protection (10.5%)
56,session_03_call_0017.wav,28,1.0,Calf Reassurance & Protection,0.23,Protest & Distress,0.205,positive,medium,subadult_male,trunk,acoustic,,"{'Advertisement & Attraction': 0.1, 'Affiliative': 0.005, 'Aggressive': 0.06, 'Attentive': 0.0, 'Avoidance': 0.01, 'Birth': 0.175, 'Calf Nourishment & Weaning': 0.015, 'Calf Reassurance & Protection': 0.23, 'Coalition Building': 0.02, 'Conflict & Confrontation': 0.06, 'Courtship': 0.025, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.085, 'Maintenance': 0.005, 'Protest & Distress': 0.205}",An adult is providing reassurance or protection to a calf using trunk contact for physical comfort.,23.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (20.5%)
57,session_03_call_0018.wav,30,1.0,Foraging & Comfort Technique,0.285,Maintenance,0.155,neutral,low,subadult_female,trunk,acoustic,,"{'Advertisement & Attraction': 0.07, 'Affiliative': 0.015, 'Aggressive': 0.015, 'Attentive': 0.065, 'Avoidance': 0.005, 'Birth': 0.07, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.09, 'Coalition Building': 0.05, 'Conflict & Confrontation': 0.015, 'Courtship': 0.035, 'Foraging & Comfort Technique': 0.285, 'Lone & Object Play': 0.05, 'Maintenance': 0.155, 'Protest & Distress': 0.08}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,28.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Maintenance (15.5%)
58,session_03_call_0019.wav,47,1.0,Courtship,0.335,Birth,0.15,positive,medium,subadult_female,trunk,seismic,E020,"{'Advertisement & Attraction': 0.115, 'Affiliative': 0.005, 'Aggressive': 0.025, 'Attentive': 0.0, 'Avoidance': 0.025, 'Birth': 0.15, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.04, 'Coalition Building': 0.02, 'Conflict & Confrontation': 0.01, 'Courtship': 0.335, 'Foraging & Comfort Technique': 0.02, 'Lone & Object Play': 0.12, 'Maintenance': 0.005, 'Protest & Distress': 0.13}",The call is associated with courtship or mating behavior— the female may be signaling receptivity.,33.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (15.0%)
59,session_03_call_0020.wav,47,1.0,Protest & Distress,0.65,Birth,0.175,negative,high,subadult_female,ears,acoustic,E020,"{'Advertisement & Attraction': 0.005, 'Affiliative': 0.005, 'Aggressive': 0.035, 'Attentive': 0.0, 'Avoidance': 0.01, 'Birth': 0.175, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.1, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.005, 'Maintenance': 0.0, 'Protest & Distress': 0.65}",The elephant appears to be in distress or protesting a situation with high urgency.,65.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (17.5%)
60,session_04_call_0001.wav,47,1.0,Calf Reassurance & Protection,0.245,Protest & Distress,0.165,positive,medium,subadult_female,feet,seismic,,"{'Advertisement & Attraction': 0.05, 'Affiliative': 0.05, 'Aggressive': 0.05, 'Attentive': 0.03, 'Avoidance': 0.025, 'Birth': 0.06, 'Calf Nourishment & Weaning': 0.06, 'Calf Reassurance & Protection': 0.245, 'Coalition Building': 0.12, 'Conflict & Confrontation': 0.03, 'Courtship': 0.02, 'Foraging & Comfort Technique': 0.025, 'Lone & Object Play': 0.07, 'Maintenance': 0.0, 'Protest & Distress': 0.165}",An adult is providing reassurance or protection to a calf— likely the mother responding to calf distress.,24.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (16.5%)
61,session_04_call_0002.wav,47,1.0,Calf Nourishment & Weaning,0.325,Protest & Distress,0.12,positive,medium,subadult_female,trunk,acoustic,,"{'Advertisement & Attraction': 0.035, 'Affiliative': 0.055, 'Aggressive': 0.065, 'Attentive': 0.04, 'Avoidance': 0.015, 'Birth': 0.105, 'Calf Nourishment & Weaning': 0.325, 'Calf Reassurance & Protection': 0.025, 'Coalition Building': 0.04, 'Conflict & Confrontation': 0.045, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.06, 'Lone & Object Play': 0.055, 'Maintenance': 0.0, 'Protest & Distress': 0.12}",The call is associated with nursing or feeding of a calf— the mother may be signaling feeding time or beginning weaning.,32.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (12.0%)
